2681	["barman", "barkeeper", "bartender"]	Male employee who mixes and serves alcoholic drinks behind a bar
2682	["cement mixer", "cement mixer truck"]	Vehicle with rotating drum that mixes cement and aggregates into concrete, delivering it to sites.
2683	["countryside", "field"]	Rural landscape of rolling fields, scattered trees, farms, and open plains.
2684	["face"]	Front part of a human head, from forehead to chin, including eyes and mouth.
2685	["snail"]	Slow-moving terrestrial mollusk with spiral shell, herbivorous, oviparous, and gastropod foot
2686	["sweet", "candy", "hard candy", "sugar candy"]	Sugar-based confection, flavor‑rich, brittle, often fruit or nut infused, hardens when boiled.
2687	["carpenter"]	Skilled tradesperson who constructs, assembles, and repairs wooden structures and fixtures.
2688	["letter", "mail"]	Written message sent through postal service, addressed to a specific recipient.
2689	["wallet"]	Small portable case designed to hold banknotes, cards, and other financial documents.
2690	["postman", "mailman"]	Male professional who delivers mail using a cart and mailbox.
2691	["helmet"]	Bright yellow hard hat with curved brim, ventilation slots, and adjustable chin strap.
2692	["cement"]	Powdered construction binder formed from calcined limestone and clay, hardens with water.
2693	["broom"]	Long-handled cleaning implement with bundled bristles attached for sweeping floors efficiently.
2694	["brush", "toothbrush", "tooth brush"]	Handheld tool with bristles, long handle, used to clean teeth during oral hygiene.
2695	["hairbrush"]	Tool with dense bristles on a handle, used to groom and detangle hair.
2696	["brain"]	Soft organ within the skull, containing lobes and cerebellum, coordinating neural functions.
2697	["close", "shut"]	Press a lid or cover downward to obstruct an opening.
2698	["waistcoat", "vest"]	Sleeveless garment worn under a coat, featuring a notched lapel and front buttons.
2699	["shampoo"]	Liquid cleansing agent for washing hair, containing soaps or detergents, packaged in a bottle.
2700	["delicatessen", "charcuterie"]	Shop selling ready-to-eat cured meats, sausages, cheeses and other prepared foods
2701	["lollipop "]	Hard sweet candy mounted on a stick, often brightly colored and round.
2702	["suck", "lick"]	Draw liquid or food into the mouth by creating a vacuum, often with a tongue.
2703	["plums"]	Small to medium round or oval fruit with smooth skin and a single pit
2704	["city", "metropolis"]	A densely populated urban area with numerous high-rise buildings and central administrative functions
2705	["nail", "hammer"]	Fasten an object to a surface using a metal spike and a hammer.
2706	["nails"]	Thin metal fasteners with pointed tips and flat heads, hammered into materials.
2707	["elbow"]	Hinge joint connecting forearm to upper arm, enabling flexion and extension.
2708	["cabbage"]	Green leafy vegetable forming a dense round head, edible raw or cooked.
2709	["glue", "gum"]	Sticky adhesive substance applied to bond materials, often packaged in a light‑blue bottle.
2710	["perfume", "cologne"]	Fragrant liquid of essential oils and alcohol, sprayed to emit pleasant scent.
2711	["comet"]	Ice-rich celestial body orbiting the Sun, developing a glowing multicolored tail.
2712	["drive"]	Control a vehicle’s movement by operating its steering wheel and pedals.
2713	["build", "brick up", "brick in"]	Assemble materials and parts to create a structure, such as a brick wall.
2714	["count", "numerate"]	Recite numbers sequentially and accurately determine the quantity of items.
2715	["heart"]	Central muscular organ in chest that pumps blood throughout the circulatory system.
2716	["tie", "necktie"]	Narrow fabric strip worn around the collar, forming a front knot.
2717	["choir", "chorus"]	Ensemble of singers performing together, often in religious or festive settings.
2718	["crown"]	Ornamental jeweled headdress worn as a symbol of sovereignty and royal authority
2719	["run"]	Move quickly on foot, alternating legs, using arms for balance.
2720	["cut the chicken", "carve the chicken"]	Separate a cooked chicken into portions using a knife or similar instrument.
2721	["nail clippers"]	Metal tool with lever and sharp edge used to trim fingernails.
2722	["sew", "stitch"]	Join fabric pieces using needle and thread, creating stitches to secure material.
2723	["zipper", "slide fastener"]	Sliding fastener with interlocking teeth and pull tab, used in garments manufacturing.
2724	["rubbish bucket", "garbage can", "rubbish bin", "wastebin"]	Rectangular light‑blue container with hinged lid and foot‑pedal for hands‑free waste collection.
2725	["bucket"]	Cylindrical container with open top and curved rim handle, used for holding liquids.
2726	["razor", "razor blade"]	Handheld cutting instrument with sharpened blades for close facial and body shaving.
2727	["neck"]	Cervical region connecting head to torso, supporting head movement and containing vital structures.
2728	["body", "torso"]	Central torso of a human, encompassing chest, abdomen, back, arms, and legs.
2729	["cave", "cavern"]	Natural underground chamber formed in rock, accessible from surface or sea, often large.
2730	["buttock", "backside", "butt", "bum"]	One of two rounded fleshy masses of muscle forming the human rump.
2731	["die", "dice"]	Small six-faced cube marked with 1‑6 dots, used in board games for random outcomes
2732	["dolphin"]	Aquatic mammal with a beaklike snout, curved body, and flippers, often leaping joyfully.
2733	["dentist", "dental surgeon"]	Qualified professional who diagnoses, treats, and prevents tooth and gum diseases.
2734	["desert"]	Dry, arid region characterized by sparse vegetation, golden dunes, and occasional resilient cacti.
2735	["deodorant"]	A hygiene product applied to skin to mask body odor
2736	["screwdriver", "flat tip screwdriver"]	Hand tool that drives screws using a flat, wedge‑shaped tip.
2737	["teeth", "dentition"]	Sets of calcified oral structures arranged in upper and lower jaws for chewing.
2738	["dinosaur"]	Large, long‑necked, four‑legged terrestrial reptile that roamed the Mesozoic era
2739	["golden", "gilded"]	Having a deep, warm, slightly brownish hue resembling polished gold.
2740	["electrician"]	Skilled worker who installs, maintains, and repairs electrical and telephone wiring systems
2741	["funnel"]	Conical kitchen utensil that narrows to a spout, directing liquids or powders.
2742	["enter", "come in", "get in", "go in"]	To move into a space through an opening, such as a doorway.
2743	["step ladder", "stepladder"]	Portable folding ladder with hinged top, multiple rungs, platform, orange safety caps.
2744	["hook"]	Curved metal implement with spiral threaded end used to suspend or pull objects.
2745	["broom"]	Cleaning implement with long handle and tightly bound straw bristles, used for sweeping.
2746	["listen to music", "hear music"]	Attentively perceive musical sounds through hearing, often using a radio or playback device.
2747	["nail varnish", "enamel", "nail polish"]	Cosmetic lacquer applied to nails, providing color and glossy finish.
2748	["back"]	Posterior surface of torso extending from neck to lower spine, displaying scapulae.
2749	["sponge", "sponge bath"]	Absorbent rectangular cleaning tool used for bathing, washing, or scrubbing skin.
2750	["shaving foam"]	Light‑blue aerosol toiletry that creates bubbly lather to soften facial hair before shaving
2751	["smoke shop", "tobacco shop", "cigar store"]	Retail outlet offering cigarettes, cigars, pipe tobacco, smoking accessories, and related items.
2752	["star", "celestial body"]	Self‑sustaining hot gas sphere emitting light through internal thermonuclear fusion.
2775	["shoes", "high-heeled shoes"]	Footwear covering the foot up to the ankle, with a flexible upper and sturdy sole.
2776	["shoe shop", "shoe store"]	Retail establishment selling footwear, featuring displays of loafers, sneakers, and price signage.
2777	["vomit", "puke", "throw up", "disgorge"]	Forcefully expel stomach contents through the mouth, often producing a disgusted gesture.
2778	["carol"]	Joyful religious song celebrating Christ's birth, often performed with festive singing.
2779	["windy", "blowy"]	Characterized by strong breezes that move trees, clouds, and affect outdoor settings.
2780	["veterinary", "veterinarian"]	Professional medical practice treating health of animals, performed by qualified doctors in veterinary medicine
2781	["dress", "get dressed"]	To clothe oneself or another, putting garments onto the body.
2782	["watch television", "watch TV"]	Observe televised programs while seated, using a home electronic display device.
2783	["nail"]	Hard keratin plate protecting the dorsal surface of fingers and toes.
2784	["nougat", "turr\u00f3n"]	Sweet confection of caramelized sugar mixed with honey, whipped egg whites, and nuts
2785	["nut"]	Small hexagonal metal block with internal thread that tightens onto a bolt.
2786	["belly", "tummy", "stomach"]	Central abdominal region between chest and pelvis, often protruding, housing the navel.
2787	["toast"]	Golden‑brown sliced bread heated until crisp, showing browned surface spots.
2788	["screw"]	Metal fastener with threaded shaft, slotted head, and pointed tip for joining materials.
2789	["thermometer"]	Device for measuring body temperature, featuring a mercury column, scale, bulb, and stem.
2790	["tongs"]	Metal hand tool with hinged arms and serrated jaws for gripping objects.
2791	["telephone", "phone"]	Electronic device that transforms spoken sounds into electrical signals for distant transmission and playback.
2792	["roof tile"]	Thin curved fired‑clay slab, overlapping, smooth red surface, used for roofing.
2793	["keyboard"]	Electronic input panel featuring arranged alphanumeric and function keys for computer interaction
2795	["go upstairs", "climb the stairs"]	Female climbs wooden stairs, moving upward step by step toward higher floor
2796	["sunny"]	Bright, pleasant weather that evokes cheerfulness and warmth in the atmosphere
2797	["soldier", "military man"]	Enlisted individual serving in an army, performing combat and defence duties.
2798	["Sun"]	Star providing light and heat to planets, central mass of solar system.
2799	["handsaw", "saw"]	Handheld tool with toothed metal blade and wooden handle, used for cutting wood.
2800	["saw"]	Trim wooden material using a toothed blade, hand‑held, producing sawdust.
2801	["sit on the chair", "sit down on the chair"]	Lower oneself onto a chair, taking a seat while supporting with an armrest.
2802	["stamp", "postage stamp"]	Adhesive paper token affixed to mail, showing prepaid postal fees.
2803	["blood"]	Red circulatory fluid transporting oxygen, nutrients, waste and platelets throughout the body
2804	["jump", "leap", "hop"]	Propel oneself upward and forward with rapid muscular force, clearing obstacles in motion.
2805	["grasshopper"]	Green terrestrial insect with long hind legs, antennae, segmented body, herbivorous.
2806	["exit", "go out", "get out", "leave"]	To move outward through a doorway or passage, departing a location.
2807	["pink"]	A light, vibrant shade of red resembling energetic splatter color.
2808	["red"]	A vivid hue at spectrum’s end, like blood, cherries, tomatoes, or rubies
2809	["paint roller"]	Cylindrical absorbent roller on a metal frame with ergonomic handle for applying paint.
2810	["knee"]	Hinge joint between femur, tibia, and fibula, fronted by patella.
2811	["river"]	A sizable natural watercourse flowing continuously through valleys, hills, and landscapes.
2812	["kidneys"]	Bean-shaped excretory organs that filter blood, remove waste, and produce urine
2813	["magazine", "mag"]	Periodic printed collection of articles, photographs, and features for subscribers and purchasers.
2814	["stormy"]	Characterized by intense storms, turbulent skies, and vigorous atmospheric commotion.
2815	["ruler"]	A yellow plastic measuring stick with straight edge and numeric markings for length measurement
2816	["water"]	Supply soil or crops with water using channels, ditches, streams, or watering cans.
2817	["watering can", "watering pot"]	Handheld container with handle and spout, perforated nozzle for sprinkling plant water.
2818	["dustpan"]	Shallow handheld container with red handle, green scoop, used for collecting swept dust
2819	["lightning"]	Visible electric discharge moving between clouds or between cloud and earth, flashing bright.
2820	["mouse"]	Hand‑held device that moves a screen cursor via internal motion sensor and buttons.
2821	["rat"]	Long-tailed omnivorous mammal, small rodent with pink ears, whiskers, and terrestrial habits
2822	["lungs"]	Pair of saclike respiratory organs in the chest that exchange gases for blood
2823	["village", "town", "municipality"]	Small settlement with defined boundaries, featuring homes, communal buildings, and local governance.
2824	["police", "policeman", "police officer"]	Authorized personnel enforcing laws, maintaining public order, and providing security services.
2825	["feather duster"]	Long-handled tool with fluffy feather head used to sweep dust from surfaces.
2826	["beach", "coast", "seacoast", "seashore"]	Sandy shoreline where land meets sea, offering recreation and natural coastal scenery.
2827	["silver", "silvery"]	Metallic hue of lustrous gray, shimmering with bright highlights and subtle dark tones.
2828	["plant", "set"]	Place a seedling or seed into soil to start growth.
2829	["planet"]	Celestial body orbiting a star, massive enough to assume a nearly round shape.
2830	["iron"]	heat a flat appliance to press and smooth fabric while moving it
2831	["pistol", "handgun", "firearm"]	One‑handed portable firearm with metallic barrel, slide, textured grip, trigger, and hammer.
2832	["lollipop"]	Sweet hard candy mounted on a stick, often colored and spiraled for enjoyment.
2833	["clothespins", "clothes-pegs", "clothes pins"]	Spring‑loaded wooden or plastic fastener that grips fabric on a clothesline.
2834	["painter", "artist"]	Professional visual artist who creates paintings, employing imagination and sensitivity in vibrant color.
2835	["painter", "house painter"]	Worker who applies paint to structures, using rollers, brushes, and buckets.
2836	["paint"]	Apply colored coating to a surface using tools such as rollers or brushes.
2837	["paintbrush", "brush"]	Handheld tool with bristles and metal ferrule used to apply paint
2838	["pepper", "green pepper", "bell pepper"]	Edible Capsicum fruit, sweet or spicy, green to red when ripe.
2839	["pepper", "red pepper", "bell pepper"]	Edible fruit of Capsicum plants, sweet or hot, with thick walls and ridged shape.
2840	["skin"]	Protective outer layer covering body, containing sensory receptors for touch.
2841	["foot"]	Distal portion of the human lower limb supporting weight, containing heel, sole, and five toes.
2842	["pickaxe"]	Heavy iron tool with wooden handle, curved head featuring pointed pick and flat blade.
2843	["swordfish"]	Large marine fish with swordlike bill, warm‑blooded brain, nocturnal surface feeder.
2844	["eyelashes"]	Short curved hairs lining the upper and lower edges of human eyelids.
2845	["newspaper"]	Folded periodic publication delivering news, articles, advertisements, and images for mass communication.
2846	["clothes hanger", "coat hanger", "hanger"]	A curved wooden hook with shoulder-shaped supports for suspending garments.
2847	["cucumber"]	Long green fruit with thin rind and pale seed‑filled flesh, eaten as vegetable.
2848	["gherkins"]	Small green cucumbers preserved in brine, featuring crisp texture and tapered ends.
2849	["hairdresser"]	Professional who cuts, styles, and beautifies hair in personal service salons
2850	["hairdressing salon", "barbershop", "hairdresser's"]	Commercial space where clients receive cutting, styling, and treatment of hair.
2851	["hair"]	Threadlike keratin structures covering skin, especially on the head, providing insulation.
2852	["comb"]	Flat wooden tool with narrow teeth that detangles and arranges hair, featuring rounded handle.
2853	["chest", "breast"]	Upper front part of the torso between neck and abdomen, containing breast tissue.
2854	["clown"]	Entertainer who delights audiences with exaggerated antics in circus performances
2855	["pills", "tablets", "pastilles"]	Small medicated pellets, often rounded, used orally to deliver therapeutic doses.
2856	["patissier", "cake seller", "cake vendor"]	Professional chef creating and selling pastries, desserts, and baked goods to customers.
2857	["patissier", "pastry cook"]	Chef specializing in professional baking of desserts, pastries, and ultra‑processed confectionery.
2858	["toothpaste"]	Paste-like dentifrice used for cleaning teeth during oral hygiene routines.
2859	["playground", "playpark"]	Open urban area equipped with slides, seesaws, swings for children's recreational activities.
2860	["wall"]	Vertical structural partition separating spaces, supporting loads, and enclosing areas.
2861	["wastepaper basket", "wastebasket"]	Cylindrical container with open top for collecting discarded paper, used in classrooms.
2862	["toilet paper", "toilet tissue"]	soft thin absorbent paper rolled for cleaning after toilet use
2863	["nappy", "napkin"]	Absorbent cloth garment wrapped around an infant's waist and between legs for waste.
2864	["bakery", "bakeshop", "bakehouse"]	Commercial space producing and selling breads, cakes, pastries, and other baked items.
2865	["tin loaf", "pan loaf"]	Soft, pale‑interior, golden‑brown loaf made from wheat flour dough, typically sliced.
2866	["trowel", "brick trowel"]	Hand tool with handle and flat curved blade for spreading mortar or plaster
2867	["spade"]	Sturdy hand shovel with wooden handle and metal blade for digging soil.
2868	["bear", "polar bear"]	Large white Arctic carnivorous mammal with thick fur, robust body, and short snout.
2869	["panda bear", "panda"]	Large black‑and‑white herbivorous mammal, viviparous and terrestrial, native to Chinese bamboo forests.
2870	["orchestra"]	Formal ensemble of instrumentalists, primarily strings, coordinated by a conductor.
2871	["ear"]	External cartilaginous organ on head with helix, antihelix, concha, and earlobe
2872	["arrange", "sort", "assort", "sort out"]	Organize items into a systematic sequence based on a chosen classification or order.
2873	["belly button", "bellybutton"]	Central abdominal scar marking former umbilical cord attachment on human torso.
2874	["olives", "green olives"]	Small green, brine‑pickled fruit of the European olive tree, often served as relish
2875	["olives", "black olives"]	Small, dark, one‑seeded fruits of the European olive tree, cured and preserved.
2876	["eyes"]	Paired visual organs that detect light, color, and movement for perception.
2877	["optometrist", "ophthalmic optician"]	Female eye‑care professional who tests vision defects and prescribes corrective lenses
2878	["goose"]	Large web‑footed, long‑necked migratory waterbird with orange beak, graceful neck curve.
2879	["numbers", "number"]	Symbols representing quantities, organized sequentially, enabling mathematical communication and calculation.
2880	["walnut"]	Edible seed of walnut trees, wrinkled two‑lobed kernel within hard brown shell
2881	["back of the neck", "nape", " scruff"]	Posterior region of the neck where it joins the shoulders, known as the nape.
2882	["cloudy"]	Sky filled with clouds, reducing direct sunlight, creating a diffused atmospheric appearance.
2883	["cloud"]	Visible mass of suspended water or ice particles floating high in the atmosphere.
2884	["snow-capped", "snow-covered ", "snowy"]	Mountains whose summits are covered by a white layer of snow.
2885	["misty", "foggy", "hazy"]	Atmospheric condition where fog or mist densely fills the air, obscuring visibility.
2886	["black"]	deep achromatic hue absorbing nearly all light, like ink on paper
2887	["nose"]	Prominent facial organ for olfaction and air entry into the respiratory system
2888	["orange"]	A vivid hue located between red and yellow, resembling the shade of ripe citrus.
2889	["swimmer"]	Person who propels themselves through water using coordinated arm and leg strokes
2890	["musician", "instrumentalist", "cellist"]	Professional performer who plays a musical instrument, such as the cello, for artistic expression.
2891	["muscle", "biceps"]	Contractile organ of the body; skeletal muscle that flexes the forearm with two origins.
2903	["bat"]	Nocturnal mammal with membranous wings, echolocates to navigate and hunt insects
2904	["wrist"]	Joint connecting the radius’s distal end to the proximal row of carpal bones
2905	["molar", "back tooth", "cheektooth"]	Broad, flattened back tooth with multiple cusps for grinding food.
2906	["blackberries"]	Sweet dark‑purple aggregate fruit composed of many drupelets, harvested from Rubus bushes.
2907	["purple"]	A vivid hue lying between red and blue, resembling a vibrant ink blot.
2908	["mop"]	Absorbent‑filled head on a long handle used to clean floors.
2909	["mountain", "mount"]	A prominent landform rising steeply above surrounding terrain, featuring rugged high peaks.
2910	["screen", "computer screen", "monitor"]	Electronic display panel that visualizes computer output and graphical interfaces for users
2911	["honey"]	Golden, sweet, viscous liquid produced by bees, used as food and sweetener.
2912	["microphone", "mic"]	Transducer that converts acoustic vibrations into electrical signals for computing hardware interfaces.
2913	["tape measure", "tapeline"]	Flexible, marked strip of cloth or metal used to gauge lengths in inches or centimeters
2914	["tapeline", "tape measure"]	Retractable measuring instrument, narrow marked strip in inches or centimeters for length.
2915	["carpenter's ruler"]	Yellow folding ruler with segmented markings for measuring wood in carpentry work.
2916	["work table", "worktable"]	Furniture piece crafted for specific tasks, featuring a flat surface and supportive structure
2917	["round table"]	Circular tabletop furniture supported by vertical legs, often with lower shelf tier.
2918	["mussel"]	Aquatic bivalve mollusk with smooth elongated shell, attaches to rocks, filters food.
2919	["cheek"]	Fleshy lateral facial region below the eyes, forming part of the human side profile.
2920	["jellyfish"]	Translucent marine invertebrate with bell-shaped body and flowing tentacles, reproducing sexually.
2921	["mechanic", "car-mechanic", "auto-mechanic"]	Skilled worker who repairs and maintains automobiles, using tools and technical expertise
2922	["hammer", "clawhammer"]	Hand tool with metal head, flat face, curved claw, wooden handle for striking.
2923	["brown"]	A warm, earthy hue resembling wood, soil, or coffee beans.
2924	["ladybug", "ladybird"]	Small round red beetle with black spots, antennae, and legs, feeding on aphids.
2925	["sea", "ocean"]	A vast saltwater body partially enclosed by land, forming a major hydrosphere component
2926	["sewing machine"]	Textile appliance that stitches fabric using a needle, presser foot, and thread spool.
2927	["mittens"]	Hand covering with one thumb compartment and a combined compartment for the other four fingers
2928	["hand", "right hand"]	body's rightmost prehensor with five articulated digits, palm, and nails
2929	["hose", "hosepipe"]	Flexible tube used to transport liquids or gases, often in gardening or construction.
2930	["medicine chest"]	Portable cabinet storing medicines, toiletries, and medical supplies; often orange with white cross.
2931	["suitcase"]	Rectangular portable container with handle and wheels for transporting clothing and personal items.
2932	["magician"]	Performer who conjures astonishing feats using wand, hat and rabbit for entertainment
2933	["Moon"]	Earth's natural satellite reflecting sunlight, visible as a bright crescent against stars.
2934	["parrot"]	Brightly colored tropical bird with zygodactyl feet, hooked beak, mimics sounds, kept as pet
2935	["worm", "earthworm"]	Long, segmented, soft-bodied invertebrate that burrows soil, aerates earth, serves as bait.
2936	["rainy", "showery"]	Characterized by intermittent precipitation, producing wet conditions and dampening the surrounding environment.
2937	["monkey wrench", "wrench"]	Adjustable steel wrench with one fixed jaw, one sliding jaw, long handle, hanging hole.
2938	["spanner"]	Metal hand tool with angled handle and dual open jaws for turning nuts or bolts
2939	["bunk bed", "bunk"]	Two-level metal-framed sleeping furniture with mattresses, guardrails, and side ladder.
2940	["lilac", "lavender"]	A soft pale purple hue reminiscent of lavender blossoms and light ink
2941	["bookshop", " bookstore"]	Retail place selling books, featuring displayed shelves, counter, and price signage.
2942	["leopard"]	Large wild feline native to African and Asian forests, tawny coat with black rosettes
2943	["woodcutter", "woodman"]	Male professional who fells trees and chops timber using an axe
2944	["tongue"]	Flexible muscular organ in the mouth used for tasting, speaking, and swallowing.
2945	["owl", "barn owl"]	Nocturnal raptor with heart‑shaped facial disc, forward eyes, hooked beak, silent flight.
2946	["bow", "knot"]	Ornamental tied loop of ribbon or cord, centered by a knot, often decorative.
2947	["lobster"]	Large marine crustacean with segmented brown‑orange shell, long antennae, walking legs, and prominent claws.
2948	["wool"]	Soft animal fiber harvested from sheep, spun into yarn for textile manufacturing.
2949	["lizard"]	Long-bodied four-legged reptile with tapering tail, carnivorous, oviparous, terrestrial, vertebrate, wild
2950	["wall lizard"]	Slender, four‑limbed reptile with adhesive toe pads and tapered tail for climbing walls.
2951	["brick"]	Rectangular fired-clay block, orange, with horizontal grooves and hollow side cavities, used in construction.
2952	["lacquer", "hair lacquer", "hair spray"]	Glossy protective coating applied to surfaces or hair for durable, shiny finish.
2953	["lips"]	Two fleshy folds surrounding the mouth, enabling speech and articulating sounds
2954	["koala"]	Australian arboreal marsupial with grey fur, round ears, feeding on eucalyptus leaves.
2955	["kiwi", "kiwi fruit"]	Fuzzy brown egg-shaped fruit containing tart green flesh, white core, and black seeds.
2956	["kiosk", "newsstand"]	Small stall selling newspapers, magazines, and other periodicals to the public.
2957	["judge", "magistrate"]	Authorized public official presiding over court, interpreting law and issuing rulings
2958	["jeweller", "jeweler"]	Male professional who designs, crafts, and sells jewelry items in stores
2959	["jewelry store", "jeweller's shop"]	Retail establishment offering a range of jewelry for purchase and trade
2960	["syringe"]	Medical device with barrel, plunger, and needle for injecting or withdrawing fluids.
2961	["gardener"]	Person who cultivates, maintains, and designs garden spaces for aesthetic and functional purposes.
2962	["syrup"]	Viscous sweet red liquid used as medicinal sweetener in health treatments.
2963	["ham", "cooked ham"]	Cured pork thigh slice, smoked, pink, served cold as processed luncheon meat.
2964	["soap"]	A yellow rectangular bar that creates bubbles, cleansing skin using fat-derived salts.
2965	["boar", "wild boar"]	Old World wild swine with narrow body, prominent tusks, bristly coat, omnivorous mammal
2966	["island", "islet"]	A landmass smaller than a continent, completely encircled by water, often sandy.
2967	["intestine", "bowel"]	Segment of the alimentary canal linking stomach to anus, comprising small and large portions.
2968	["engineer"]	Professional who applies scientific knowledge to design, build, and improve technological systems.
2969	["computing engineer", "computer technician", "programmer", "computer programmer", "computer specialist"]	Professional who designs, writes, and tests software systems in the computing industry
2970	["printer", "ink-jet printer"]	Electrically powered device that deposits ink droplets onto paper to create printed output.
2971	["safety pin"]	metal fastener with clasp guard and retractable coiled pin for secure fastening
2972	["bone", "femur"]	Rigid connective tissue forming vertebrate skeleton, longest thigh bone extending pelvis to knee.
2973	["sickle", "reap hook"]	Handheld agricultural tool with curved blade and short wooden handle for cutting crops
2974	["garden", "vegetable garden"]	Cultivated area where flowers, vegetables, fruits, and herbs are grown.
2975	["hairpin"]	A double‑pronged decorative pin that secures hair, often featuring ornamental shapes.
2976	["cement mixer", "concrete mixer"]	Portable machine with rotating drum that blends cement, aggregates, water into concrete
2977	["shoulder"]	Upper body joint connecting neck to arm, enabling rotational and lifting movements.
2978	["thread", "reel"]	Fine twisted cord for sewing, winding onto spools; essential textile industry tool.
2979	["fig"]	Pear-shaped sweet fruit with pinkish‑red flesh and tiny dark seeds, eaten fresh or dried
2980	["liver"]	Large reddish-brown organ in upper right abdomen that produces bile and detoxifies.
2981	["Swiss chard", "chard", "leaf beet"]	Leafy beet plant with broad green leaves and thick pale stalks, cultivated for edible parts.
2982	["farmer", "peasant", "farmworker", "farmhand"]	Individual who cultivates land, manages crops, and tends livestock for profit
2983	["apricot"]	Small, downy orange‑yellow fruit with soft skin, sweet flesh, and a brown stem
2984	["alcohol", "rubbing alcohol", "surgical spirit"]	Volatile hydroxyl solution distilled from hydrocarbons, used for skin antisepsis in medical care.
2985	["cotton", "cottonwool"]	soft, silky fibers harvested from cotton plants, used in medical and nursing supplies
2986	["rainbow"]	Colored light arc in the sky produced when sunlight refracts through rain.
2987	["screw", "screw on", "screw down"]	Drive a fastener into material by rotating it with a tool.
2988	["hazelnut"]	Edible brown-shelled fruit of Corylus shrubs, often dried and consumed.
2989	["armpit", "axilla"]	The hollow region beneath the shoulder where the arm joins the torso.
2990	["air hostess", "flight attendant", "air stewardess"]	Female cabin crew member serving passengers aboard commercial aircraft who assists with safety and comfort
2991	["chin"]	Prominent lower jaw projection located beneath the mouth, forming the front of the neck.
2992	["lipstick", "lip rouge"]	Colored cosmetic product applied to lips for pigmentation, often packaged in a tube
2993	["street cleaner", "garbage collector", "dustman"]	Municipal employee who sweeps and removes litter from public roads.
2994	["belly pork ", "bacon", "smoked bacon"]	Cured, smoked slice from a hog's underside, fatty marbled meat used for frying.
2995	["sponge cakes"]	Light, porous cake made from eggs, flour, and sugar, often baked as dessert.
2996	["borage"]	Annual herb with hairy leaves, blue flowers, used fresh in salads and culinary dishes.
2997	["bleach", "whitener"]	Powerful household whitener that removes stains and brightens fabrics and surfaces
2998	["vulture"]	Large diurnal bird of prey with bald head, weak claws, feeds mainly on carrion
2999	["frogman", "diver", "scuba diver"]	Underwater diver equipped with scuba gear, mask, fins, and breathing apparatus.
3000	["hip"]	Lateral pelvic region connecting torso to thigh, containing the hip joint.
3001	["cashier"]	Female employee who receives payments for goods and services at a retail counter
3002	["fried squids", "calamaris"]	Golden-brown, lemon‑garnished squid rings cooked in hot oil, traditional Italian dish.
3003	["chameleon"]	African and Madagascan lizard that changes skin color, shoots tongue, terrestrial carnivore vertebrate
3004	["canary", "canary bird"]	Small bright‑yellow Old World finch, herbivorous, oviparous, domesticated pet bird.
3005	["cannellonis"]	Broad tubular pasta baked with meat or cheese filling, topped with sauce and cheese.
3006	["capsule"]	Small rounded gelatinous container holding medicinal substance, often two-toned with a seam.
3007	["butcher shop", "meat market"]	Retail establishment selling fresh meat, poultry, and sometimes fish, often with visible scales
3008	["butcher", "meatman"]	Professional retailer who prepares and sells animal meat to customers
3009	["champagne", "cava", "sparkling wine"]	White effervescent wine from Champagne region, also used for similar sparkling wines.
3010	["hunter", "huntsman"]	Person who pursues and kills wild game, typically using camouflage and firearms.
3011	["eyebrow"]	Hairy arch above each eye forming a visible ridge on the forehead.
3012	["basket", "handbasket", "wicker basket"]	Woven container with handles, typically made of wicker, used for carrying items.
3013	["pork butcher"]	Vendor who cuts, prepares, and sells pork and pork-derived products.
3014	["crayfish", "crawfish", "langouste"]	Large edible freshwater crustacean with spiny carapace, segmented tail, multiple legs.
3015	["stork"]	Large Old World wading bird with white body, black wings, long red bill, orange legs.
3016	["band"]	A flexible strap encircling an object, serving to secure or adorn it.
3017	["rouge", "blusher"]	Pink or red powder applied to cheeks as cosmetic makeup.
3018	["sanitary pad", "sanitary napkin", "sanitary towel"]	Disposable absorbent rectangle with adhesive strip, worn in underwear to collect menstrual flow
3019	["driver"]	Person operating a motor vehicle, controlling speed and direction on roadways.
3020	["croquettes"]	Breaded, deep‑fried patties of minced meat or vegetables bound in thick white sauce.
3021	["a"]	First lowercase letter of the Latin alphabet, representing vowel sound.
3022	["lemon"]	Bright yellow oval fruit with smooth skin, juicy acidic flesh used in cooking.
3023	["b"]	Second letter of the Latin alphabet, a written symbol representing a speech sound.
3024	["c"]	C is an uppercase alphabetic character representing a speech sound.
3025	["d"]	A single lowercase alphabetic character shaped with a rounded bowl and vertical stem
3026	["e"]	Fifth lowercase letter of the Latin alphabet, representing a vowel sound.
3027	["f"]	Lowercase Latin letter with vertical stem, top crossbar, and descending tail.
3028	["g"]	A lowercase alphabetic character representing speech, featuring a rounded bowl and inward‑curving stem.
3029	["h"]	Tenth lowercase English letter with a vertical stem, crossbar, and rightward curve
3030	["i"]	A lowercase alphabetic character consisting of a vertical stem topped by a dot
3031	["j"]	A written alphabetic character representing a speech sound, shaped with a dot and curved tail
3032	["k"]	Tenth letter of the Latin alphabet, representing a consonant sound.
3033	["l"]	A single grapheme of the alphabet representing a speech sound.
3035	["m"]	A lowercase letter of the alphabet that symbolizes a specific speech sound
3036	["n"]	Tenth lowercase letter of the Latin alphabet, representing a nasal consonant sound
3037	["o"]	Circular uppercase letter representing a vowel sound in the Latin alphabet.
